index,pmkRelease,fldName,fnkArtist,fnkSong
1361,205383,Punk In Drublic,AR06EB01187FB40150,SORSFTZ12A8C1391C5
1362,532311,Empty The Bones Of You,AR5GMAV1187FB3A8F5,SOGGMKI12AB017E625
1363,559863,Carnival Of Chaos,ARO3SS31187FB3729C,SOCAEYG12AB01849C0
1364,462216,Guerreros De La Luz,ARRXPRY1187B9A8B34,SOAUNYK12AB01860D9
1365,497107,Tri-polar (Edited),AR190KO1187B9905EC,SOWMQTJ12AB0184323
1366,76746,Gary Nichols,ARUMR3G1187B9B2B09,SOOIXCN12A6D4F77B2
1367,108341,Das Telefon Sagt Du,ARGR98V1187FB3A1B9,SOKLSGP12A8C13A2FD
1368,500871,Lo Mejor De Gabinete Caligari,ARQGNEN1187FB4494C,SONOXGB12A81C218C8
1369,778010,Nanny McPhee & The Big Bang,ARSZIBW1187B994053,SOCUGVI12AC468B002
1370,775002,Genius + Soul = Jazz,AR20CFC1187B98A25D,SOELRRQ12AB0188C34
1371,218944,Sacred Cow,AR26XQ61187FB36CF3,SODGSCA12A8C13F157
1372,503547,Sedona Suite,AR7CCS31187B98C531,SOAKCYS12AB01852C7
1373,512226,El SatA!nico Dr. Cadillac,ARL3VGT1187FB40E8E,SODZMUH12AB01838CD
1374,363752,Gold,AR88F5X1187FB3EA17,SOWESWN12AB01899E1
1375,8759,I'm Gonna Be Dead Someday,ARKQN8X1187B99221C,SOGTROT12A67020FF3
1376,610224,Mista,ARX99U51187B991481,SORJCKM12A8C1410BC
1377,709438,Stings of Conscience,AR6G6G01187B9B1637,SOIXLJG12AB018508A
1378,114412,Top Ranking Reggae - Bob Marley - Soul Almighty,ARAZCWP129462A97F1,SOLOYFG12A8C133391
1379,342538,Things That Last Forever,ARZKFR51187B9AF51B,SOEIRMZ12AB01864F8
1380,28491,The Master Plan,ARJXZX41187B9B6A43,SOLPJQA12A6D4F87A0
1381,637374,His Majesty Is Coming,AR0BLA51187FB4E6CD,SOSDCBC12A58A77A79
1382,437395,How To Save A Life,AR4EQ231187B99368F,SOIEAJT12A8AE458EC
1383,275522,EMI Comedy - Groucho Marx,AR7QAHN1187FB35F8B,SOPHMCZ12A81C21C54
1384,35149,2 Em 1,AR4EVIX1187B993DE9,SODTDTD12A6D4F7D7B
1385,296716,Skeeter Davis: RCA Country Legend,ARDY3451187B9A0226,SOJVTQT12A8C13B86D
1386,585414,Mamborama,AR02IU11187FB513F2,SOMTCUG12AB018D478
1387,780781,Hoy Es Hoy,ARJ3VRY1187B9A3058,SOXJPDJ12AC4689AE4
1388,562662,De beste liedjes,ARXLX5L1187FB47BED,SOZRSKM12AB01881E6
1389,331317,The End Of The World,ARDY3451187B9A0226,SOZBWGI12AB017D445
1390,326331,One Block Radius,AR4BSBD1187B9ACD3A,SOOXCKQ12AB0184FBC
1391,230970,American Indian Ceremonial & War Dances,ARWXMEP1241B9CD7CE,SOMFGBQ12A582917CD
1392,152889,Loud,ARCYE581187B9A1482,SOOWPWH12A8C13649B
1393,41797,2 Em 1 (Dois Em Um),ARV6QHT1187FB5537A,SOCHXGO12A6D4F918E
1394,216702,Virtual Leisure,AR1Y0N71187FB43209,SOKYSHY12A8C13EA99
1395,599035,Humpty Dumpty LSD,ARPQ4Z01187FB3A736,SOFVPZU12AF729CC83
1396,596461,Kona Gold,ARO5P0H1187FB5BAD7,SOIBLAH12AB018B3BA
1397,799348,Cosa de Hombres,ARJ3VRY1187B9A3058,SOVDKIH12AB0187301
1398,350902,12 x 5,ARFCUN31187B9AD578,SODLKUO12A8C13CA35
1399,501877,We Will Glorify (Premiere Performance Plus Track),ARUTS6Y1187FB5BDAB,SOCTMWO12AB018563C
1400,153344,Collection: B. Carlisle,ARTCO131187B9B9ADB,SOIXNYE12A8C1366F2
1401,283635,Stagepass,ARI648V1187B9B5379,SOJRGAN12A8C1339B6
1402,172858,Babies Go To Sleep,ARY1P2B1187B9B78F5,SOPZKAF12A8C140A6A
1403,720452,All By Myself,ARESVFD1187FB522E6,SOOPTTP12A8C134AA6
1404,15516,Encore,ARTH9041187FB43E1F,SOXVSTI12A6310ECC7
1405,475847,Gal Sun Ja,ARH4N0N1187FB3E1F1,SOMNMLC12A8C144272
1406,318959,Here At The Mayflower,ARVZDOM1187B9B49C9,SOIEXWD12A8C14314E
1407,586019,Directo en tus manos,ARZBOES1187FB40178,SOUYBKO12AB018735E
1408,225440,Hung Like A Fly,ARPB4TX1187B98DDEA,SOPJEXC12A6D4FB529
1409,56996,The Projected Passion Revue,AR8CT8U1187FB4D803,SOQTVUL12A6D4F8F04
1410,553563,Live 98 En Passant,AR7GOK91187FB455F5,SOQTFNY12A8AE47D3F
1411,422320,Super Discount,ARLBNAC1187FB47151,SOJADBN12A6D4FD5F2
1412,582290,Dj Revolution Present Class Of 86,ARE815V1187B998A43,SOGKMGI12AB018B11C
1413,313166,Tillbaka Till Samtiden,AR1SQSG1187B9AC782,SOULMYP12A8C143D8B
1414,331266,Themes,ARA1EK21187B9A2FB7,SOQJQUF12AB0184B38
1415,230893,Introducing&,ARVUVRE12420780B0B,SOAABSU12A81C1FB9E
1416,522538,Solo Lo Nuestro - 20 Exitos,ARKRRTF1187B9984DA,SOHBEDZ12A8C14021D
1417,602304,Dogma,ARDGALJ1187FB55592,SOJPZOO12AC90718EE
1418,669655,Blues,ARNDL191187FB51583,SOIDJZY12A6701DEF7
1419,249417,Dr. Elmo's Twisted Christmas,AR45KNL1187B992E53,SOSMRWG12A58A7EA03
1420,226889,Exception To The Rule,ARV57NY1187FB3C1DC,SOLHQLA12A58A7653B
1421,421963,Croc' noces,ARVEJ9M1187FB4DC44,SOCWHIU12AB01872DA
1422,126115,YOUR WORLD IS BURNING,ARZM53A1187B9A1AE7,SOPHKMV12A6D4F92BC
1423,662656,The Final Chapter,ARDQO721187FB3C6D9,SOOMWCA12AB01834ED
1424,100101,Gus Cannon Vol. 1 (1927 - 1928),AR7G0NH1187FB42E47,SOVZXBP12A8C1366A1
1425,57035,The Second Album + The First Rehearsal Tapes,AR1Y37Q1187B9B66D2,SOKLETG12A58A7D0BF
1426,1224,Strange Cargo III,ARZS5VW1187FB567E8,SOCQXMW12A58A7E63F
1427,327478,Steady On,ARGNLJL1187B9AB503,SOTESSB12AB017F56D
1428,785446,You And Your Heart,ARC8CQZ1187B98DECA,SOGCDYR12AC961854A
1429,290701,This Is Love,AR0BV7E1187FB386C1,SOMCQZY12A8C136BBF
1430,278560,Seasons,ARGFVP41187B99296B,SOBHGGX12A8AE45557
1431,800483,Pinkboy Presents TPC,ARPZPET1252CCF9386,SONGLFT12AB0189B1E
1432,177206,Rio,AR1LQNB1187B9A6AE5,SOMUULD12A6D4FBB30
1433,351182,The Very Best of Relaxing Classics,ARUCJQF1187B9A0A57,SONGJCH12A8C140C32
1434,624496,Herzen mit Koffer,ARGLRBB12472CE2CFF,SOYDWJC12AB017D699
1435,599190,Slidin' On The Frets: The Hawaiian Steel Guitar Phenomenon,ARPJNT81187B98AD36,SOOUQMH12A58A7C633
1436,428521,Approaching Normal,ARDQ62L1187FB56FF0,SOHOPAT12A8C1436AC
1437,673155,Under The Big Black Sun,ARS2KW51187B9B556E,SOCKZDX12A58A7B950
1438,763904,Valleys Of Neptune,ARNDL191187FB51583,SOJEZUU12AB018B8C5
1439,423728,Kino,ARIXB7T1187B9AB215,SOROJYG12AB0182217
1440,775675,Greatest Features,AR9788H1187B9A05D1,SOUEEDA12AC3DF474F
1441,533363,Pendulum,ARFNJ4O1187B9A204B,SONJHTY12AB017FCE6
1442,639537,Down By The River,ARON0YP1187FB4B465,SOUWIHB12AB0182455
1443,505410,Black Ark EP,ARM8BKO1187FB3AD47,SOKOPOR12AB0184FED
1444,430799,Les autres,ARABS971187B9A8509,SOQTUQJ12A8C144F36
1445,653590,Brother Bear Original Soundtrack (English Version),AR9W3X91187FB3994C,SOFMMKA12A58A7CBF5
1446,282364,Starchild,ARMIMHT1187B98F038,SOXFAJU12A8C131CEC
1447,368796,Never Wanted to Dance (Live In London),AROKDJ41187B9A7700,SOKUGPJ12A58A7FD8D
1448,129224,Pure Genius: The Complete Atlantic Recordings 1952-1960,AR20CFC1187B98A25D,SOOSGYY12A8135690B
1449,175294,Jazz From A To B,ARCLCFS1187B9AE476,SONNOZT12A6D4FC2EE
1450,347757,Pieni Maailma,ARLRHRM11E2835E415,SOESZEO12AB017F908
1451,298847,Clear,ARVKT151187B9A181D,SOAQHHC12A8C139869
1452,98397,The North Side Benches,ARXRVY51187B99E98E,SOJUNOI12A8C137A33
1453,580087,IrreversAveis,ARIMYEU12086C1536B,SOXMPXX12AB01891E3
1454,260755,Synthesizer,ARGY9FW1187B991C7D,SOYXZAY12A8C1406D1
1455,448416,Bobby's Girl - The Complete Seville Recordings,ARRBINW1187B98AE6D,SOQMMMQ12AB0181202
1456,219093,Future Shock,ARNMWP51187FB3E963,SOXGJST12A8C1406F6
1457,463184,Look At  You Now,ARTHKHA1187FB3996A,SOOHVCV12AB0181E5D
1458,98200,20 Melodies pour rever_ Volume 3,ARG719Z1187FB551FC,SORZRPC12A8C13A1B1
1459,22484,Hang On To Your Resistance (The Early Years),ARY1VGA1187FB5A39E,SOFCZKJ12A6D4F5BF0
1460,262149,FANtastic Christmas,ARTF2KG1187B98DDD1,SOZCYVH12A8C13EB54
1461,295350,Foo Fighters,AR6XPWV1187B9ADAEB,SOBKIMB12A8C136DE9
1462,8539,Sometimes You Can't Make It On Your Own,ARUJ5A41187FB3F5F1,SOSGXII12A67020363
1463,490242,You Win  Again,AR059HI1187B9A14D7,SOSBROL12AB0183CD0
1464,77126,Safizam,ARZI4B31187B991125,SOSYNKD12A6D4F6655
1465,555129,Love Junk,ARFK98R1187B9B0552,SOMHQKT12A6D4FAE5D
1466,218110,Bardo,ARGAWJY11F50C50904,SOQIJPO12A8C13E369
1467,327332,As Cruel As School Children,ARGMGHN1187B9B4213,SOBVXQL12A6D4F7FC0
1468,504423,DiscografAa Completa 1994-2000,ARBGJLS11F4C83D4B9,SOUGKGL12A58A7BA58
1469,49859,Gift Grub 7,AROIHOI122988FEB8E,SOBUAFP12A6D4F9934
1470,141264,Breakfast With Jape Squad,ARUBJTR1241B9CB16D,SONSWDF12A8C133D57
1471,559,The Good_ The Bad_ The Ugly,AR7V0DI1187FB524DE,SOLPZLH12A6D4F9D12
1472,98027,A Few Things To Hear Before We All Blow Up,ARAFRFP1187FB4230B,SOANUHW12A8C137587
1473,129313,Soulcrusher,ART703V1187FB4FD63,SOMORCS12A58A7E211
1474,65428,1970: The Complete Fun House Sessions,ARLR9U31187B9A71AD,SODXJGJ12A6D4F9E5D
1475,569433,Early Works for Me If It Works for You II,ARDL38Z1187B9B9FB5,SOIHKKW12AB0186CB7
1476,185934,Count The Cost,ARU2JAB1187FB50C72,SOSWXBF12A58A78B99
1477,782401,The Harvey Averne Dozen,AR449OQ1187B99B25E,SOFMNYQ12AC468D899
1478,345122,Reggae Max,ARUBX2Y1187B99CD25,SOKAMAI12AB01852F5
1479,125738,Welcome To Tokyo,AR22R8A1187FB46B9E,SOQVCQK12A6D4FD32F
1480,217883,Operaatio Jalokivimeri,AR22KLC1187B98E812,SOLOJYI12A8C13C49E
1481,216969,Shut Your Eyes,ARVN9FZ1187FB393F1,SODZIBG12A8C13F4F3
1482,255383,Somewhere,AR0JEOI1187B98B918,SOZYFSB12A8C1393CF
1483,139457,Millennium-Tanzparty,ARZWBH21187B99ACE1,SOTSXZM12A8AE47061
1484,734257,The Butterfly Effect,AR4C6V01187FB3BAF4,SOYGEQE12AF729A51E
1485,500537,It's About Time!,ARAVS1S1187FB4C519,SOEBDOO12AB01868CA
1486,639527,NattfAPdd,ARB5TJM1187B9A71FD,SOMIPLK12AB017C7B2
1487,386879,King Of Rock,ARX9YIP1187B98A656,SOSDYXX12AB017AD6B
1488,540837,Rhythm Formula: Volume Three - Discovery,ARJJGI41187B99C19B,SOBWLUO12A58A7DF7E
1489,209869,Covers,AR6892W1187B9AC71B,SOHRKRG12A6310F103
1490,139188,Bigger Than America,AR5MK521187B98E0B8,SOICNXT12A8BEE958B
1491,508264,Lift,ARY8UIR1187B999BFB,SOVCWYN12AB0181888
1492,9856,Lullabies To Paralyze,AR6G4V01187B9AD086,SOGMESY12A67020F25
1493,510115,Indianola,ARSBB7P1187B989690,SOKSIRH12AB017FDCB
1494,468309,Chris Farlowe Selected Hits,ARTXS851187FB411C7,SOKLWWG12AB018A824
1495,706005,A Match & Some Gasoline,ARWYVP51187B98C516,SOAZSIZ12AB018AF81
1496,251441,Charanga After Hours,ARUT60Q1187B9B90E9,SOVFVSB12A8C1384CC
1497,534155,Let Life Flow,AR4W9EZ1187B99282A,SONWYRE12AB0181366
1498,612251,Purity Accuracy,ARB336A1187B9A4583,SOJUORK12A8C143BE5
1499,23251,Majurugenta,ARFK45R1187B989AA7,SOUSNTL12A6D4F7CE9
1500,632887,Ladies Night,ARKJ8Y91187B9B551E,SOSAIYU12AB01859D8
1501,19603,Man,AR2J2WF1187FB46271,SOHQLJI12A6D4F76F7
1502,533274,InA(c)dits 68-97,ARW63KF1187B98AC48,SODRLXB12AB017B14B
1503,197289,Mussolini Ultimo Atto,ART3KT21187FB450DC,SOBZOHA12A8C135417
1504,454183,Enter The Vaselines,ARK24KH1187B9B6B93,SOSQYCZ12AF72A1A14
1505,240748,La Mujer De Mi Hermano: Music Inspired by the Film,ARSTXTP1187B99BD43,SOIKXDG12A8C13E7E1
1506,791485,Primavera,ARTFDBX1269FB34CA4,SOIXMRD12AC468E1EB
1507,265245,In Sorte Diaboli (Deluxe),ARLSF8H1187B9A76B0,SOHTGJW12A58A7D7D3
1508,9038,On,AR4IYQR1187B98F8F3,SOAKCVK12A67020429
1509,143822,Homecoming Hymns,ARBB58Y1187B9B621B,SOBPYWO12A8C133A1A
1510,702269,O Gigante Da Floresta,AR1PQYO1187B98BEC9,SOBMCVB12A8C1385CB
1511,639881,Underneath Rotting,AR8BMEQ1187B9B4214,SOAWMQC12AB0184136
1512,91300,Queen Of The Delta Blues_ Volume 2 (B),AR00MBZ1187B9B5DB1,SOJWZVU12A8C137019
1513,213,Victims,ARHD3RX1187FB3A7DA,SOPBJAX12A6310E86F
1514,197986,D.C. Blues: The Library Of Congress Recordings_ Vol. 2,ARHNCQ31187B9915DC,SOGOHFY12A8C136F9C
1515,409257,Everybody's Talking_ Nobody's Listening!,AR9VEMN1187FB4D75B,SOHANRI12AB0186668
1516,619744,If You Want it,ARRW6DJ1187FB50A67,SOOGLXF12AF729E2D7
1517,504793,R&B In The Mix,AR58ZXX1187FB572F2,SOLFTJF12AB0183000
1518,65452,The Dimension Dolls,ARW74FW1187FB554AD,SOTWAJH12A6D4FA397
1519,211003,Cover Up,ARYHPHB12131B4B793,SOOFGYY12A8C13A8DF
1520,493539,Pimpin' N' Panderin,ARYGMNP11F4C843096,SOPJETO12AB017BDAF
1521,660019,Jodelzauber,ARO7IJV1187FB5BFAD,SOQWDSR12AB01850B6
1522,553262,Summer of a Thousand Years,AR5C6M11187B9AC877,SOKYCTE12AB0185FE3
1523,290005,Jar of flies / Facelift / Dirt,ARSW5F51187FB4CFC9,SOGDLTS12A8C135A9B
1524,609053,Zipless (Deluxe),ARZFRQM1187B9A9772,SOSFJWB12AB018906D
1525,739282,Eidolon,ARB4ZRM1187B993147,SOUXWAB12A5891DAB9
1526,272849,Live,AR41ESB1187FB360B1,SOSCKDQ12A81C22BA4
1527,290943,New Universe,AR37E341187B989A3E,SOGFHXF12A8C136B2A
1528,249613,Monuments,AR2FJV21187B98EBE3,SOUZRAZ12A8C13835F
1529,1656,Best 1991 - 2004,ARAIABB1187B9AC6E2,SOCLPMP12A81C2354B
1530,148194,Respighi: Ancient Airs and Dances,ARBH0MS1187FB36311,SOOZPUG12A8C132EDD
1531,112186,All The Right Reasons,ARPAAHK1187B9ABB00,SOFYSKU12A8C13A72B
1532,514965,Las Numero 1 De Angelica Maria,ARP2TO91187B9913EA,SOCMBTX12AB0181E7E
1533,819293,Groovalicious,ARYZV2X1187B997BE7,SOJGCBK12AB01884D3
1534,715295,Navnet Jesus,ARSS1OZ1187FB54440,SORRHKT12AB0186469
1535,117369,Harry Potter And The Order Of The Phoenix Original Motion Picture Soundtrack,ARR46IW1187FB51C2E,SOQCUBJ12A8C13FEC6
1536,780297,Heliocentric,ARQI60P1187FB464C9,SOHFNIA12AC4689741
1537,131960,12 Grandes exitos Vol. 1,ARO1NHM1187B9B9D27,SOZUQAZ12A81C21E0D
1538,818087,Vibes,ARHCERP1187B9912A5,SOJFIUP12AB0187346
1539,226814,Underground Network,ARUSOMY1187FB4D3B4,SOPRNQZ12A58A7B8E5
1540,228741,Awake Live,ARGVJPK1187B9909EA,SOPMFLZ12A6D4F9D3A
1541,174703,Josh White Vol. 1 1929-1933,ARQMYTM1187FB4678C,SOCIFJJ12A8C13F98C
1542,247671,Made New,ARRXEJJ11F4C841087,SOUSGHY12A8C13581E
1543,104144,Bacilos,ARPAAPH1187FB3601B,SOMFZZQ12A8C13AB56
1544,536803,Best Ones,AR1DLF21187FB3CBF0,SOIVGLD12AB0183ACA
1545,350855,Spread The Germs,AR6137D1187B9A39C8,SORFXPG12AB0182E21
1546,217184,20 Suosikkia / Tulisuudelma,ARIUQZL1187FB4303B,SOZOGUO12A8C13BD9E
1547,451367,Tribesman Album,ARKPDUG11F50C4B54A,SOWDPOU12AB018495D
1548,111304,Rit/2,AR0BV7E1187FB386C1,SOLOEUX12A58A7C81F
1549,480093,One,AR4OMY81187B9B31E7,SOHPDWN12AAA15E9AF
1550,407562,In The City Of Sleep,ARBBBLV1187FB57B70,SOHQPWP12A58A7986C
1551,398420,Adventures In Emceein,AR2SGQW1187B9B9E7C,SOHCTUT12A6D4FCD56
1552,174662,Washboard Sam Vol. 1 (1935-1936),AR84AQE1187B98AD9C,SOVWFNE12A8C13FF36
1553,23369,20th Century Masters: The Millennium Collection: Best Of Semisonic,ARP96FM1187B9AEA77,SOPPBPK12A8C14683C
1554,507337,Coleccion de Oro,ARLAWDD1187FB48367,SOZKQVH12AB01802D8
1555,613103,The Experience,ARP32X81187B99EBF5,SOVWHFZ12A8C14489D
1556,138445,Hack,ARGY9FW1187B991C7D,SOUXWCM12A8AE47834
1557,613765,"En ""Algo Nuevo",ARZ8S071187B993849,SOISGJD12A8C144775
1558,224623,As It Should Be,AROMMVN11F50C50607,SOCGNBW12A8C14117F
1559,288453,Smiling,AR051KA1187B98B2FF,SOMWNSA12A8C1343F1
1560,586019,Directo en tus manos,ARZBOES1187FB40178,SONBZKG12AB0187337
1561,759814,Little Man,AR12EOE1187FB3AE26,SOUEUCC12AB018C4B3
1562,443790,Bahamian Songs,AR97EHA1187B98AD5F,SODDLAZ12AB018350A
1563,91162,Hymn To Sophia (Hymne Til Sofia),AR15YLD1187FB3D4DD,SOEULPB12A8C136DDF
1564,295173,Chez Toots,ARC0MTS1187FB44C21,SOKIHWH12A8C13AA35
1565,189503,8-Way Santa,ARLZN951187FB42E49,SONSFHN12A8C13463E
1566,283150,This Will Be Laughing Week,ARIUHYM1187B9AEAE4,SONLCJU12A58A7B69C
1567,789959,Os soA+-os que volven,ARGTUWC1187B9904A0,SOXRRIP12AC4686877
1568,448279,Live Au Divan Orange,AR8QW7Y119B866993A,SOGNDHO12AB017D71F
1569,13919,Bridging The Gap,ARTDQRC1187FB4EFD4,SOQOXXW12AF729F20B
1570,13862,Minimum - Maximum,AR1ZKBE1187FB53629,SOQAQJG12A67020725
1571,507547,Morning to 3am,ARCRSUM1187FB52AB0,SONNXDI12AB0186816
1572,796038,Live!,ARPGOAF1187B98F677,SOVHFTL12AB018797C
1573,269516,Conscious Party,ARLUAK21187B9B785A,SOWRNMP12A8C13E4FD
1574,505335,Subir Al Cielo,ARPGPI51187B98F1EC,SOEWSSK12AB018083E
1575,314435,Music in My Soul,ARZHUJU1187FB51176,SOKRHFH12A8C142167
1576,131598,Colors,AR7GUNF1187B990CCF,SOIKALD12A81C231CB
1577,214125,Viva Brazil,ARC6J781187B98F02B,SONYHUC12A8C13B90E
1578,310652,Born And Raised In Compton: The Greatest Hits,AROTIMO1187FB532BF,SOCZSYW12AAF3B490E
1579,106926,Serie 3x4 (Karina_ Massiel_ Jeanette),ARL4M621187FB3FF06,SOOUKOB12A8C13C30B
1580,131734,El Amor,ARNNHLN1187FB42912,SOXFNMQ12A81C203E0
1581,627408,Turn Me Well,ARWWYK211C8A415AD4,SODDIXC12AB0180D2F
1582,622883,Wisconsin Death Trip,ARHRY5S1187B99B96F,SOAMXYQ12AB017C25E
1583,105408,Versunkener Schatz,AR6896B1187B98FADA,SONNVKK12A8C13CFBC
1584,788125,Let Me Get Close To You (With Bonus Tracks),ARDY3451187B9A0226,SOLKFAE12AC468D495
1585,576048,More Like Me,ARAZ59E1187B98BF6D,SOSCTQW12AB0184E46
1586,411833,Aria Di Citta',ARZAEIP12086C12905,SOMMQQU12AB0180EBF
1587,553001,97 | 07,AR4MCB01187B98BF5C,SOSXZIN12AB0183785
1588,779118,At Night (The Unreleased Mixes),ARVNK831187FB48831,SOWPLTX12A5891F918
1589,45071,Diamond Sutra,ARZSTXE1187B99DD77,SONUEAD12A6D4F908B
1590,326937,Technicolor,ARGGD1E1187B98FA9D,SOBQQCL12AB0180A33
1591,366584,Summerfish,ARYC3YP1187FB4C64D,SOCNOQB12AB0183A1E
1592,242110,It's Not Over,ARYB2FW1187B991400,SORXZTM12A8C133942
1593,27630,The Plan,ARI4NXX1187FB59DF2,SOMDMNB12A6D4F49A2
1594,78637,Where the River Meets the Bay,ARHSAXP11EB9C80B35,SOCUCXE12A6D4F2C3F
1595,628505,Umbrella,ARJV0U41187B9AB715,SOPOPLW12A8C13A905
1596,226418,James Last And Friends,AR1JD6E1187FB5696C,SOFEYIV12A6D4FAC9A
1597,347112,Ghetto Dope,ARV4I6F1187FB4D595,SOLDIUL12A58A7BB1A
1598,239031,Swing Spring,ARCHVKD1187B9934E9,SOBOBPP12A8C12FFCE
1599,425868,Chansons Cochonnes et Chansons Paillardes,AR107SB1187B9A79F9,SOQJWZI12A8C140181
1600,292085,85555,ARWF1KM1187B9908CA,SOHWJYQ12A8C13658B
1601,382315,The Collection,ARQQP3Z1187FB5707B,SOKFCJJ12A67ADA72B
1602,313944,The Sisterhood of the Traveling Pants 2,ARRZZRW1187B9A06E3,SOXKUGL12A8C142BB9
1603,565182,FinistA(c)riens,ARW3V6T1187B9ACAC4,SOYXFNV12AB0182DEA
1604,266372,T.O.S. (Terminate On Sight),ARRXG5Y1187B9AA016,SOLYAYO12A8C13C04D
1605,444582,Slow-Cooked Pig Meat,ARAZYBE1187FB38BC1,SOZBPIC12AB01813B0
1606,36379,Champion Of The Blues,AR8ACFK1187B9B4063,SOJOMNL12A6D4F872E
1607,505465,Live at Brixton Academy 1999,AR3TG3X1187FB4D577,SOIQQIX12AB018827D
1608,45717,The Black Parade,ARKR75V1187FB3D4D5,SOLEETW12A6D4FB2FE
1609,780822,Nunca Tuve Tanto Blues,ARJ3VRY1187B9A3058,SOLMPMK12AC468B131
1610,176847,Legendary Country Blues Artists - CD A,ARE2QID1187B98FA19,SONODJN12A6D4F9838
1611,162891,CiSTm KonFLiqt,ARHXIOW1187FB3AF67,SOEKRSK12A8C13CFB2
1612,536232,All Things Are Connected,AR3WMW01187B9921F7,SOTYVNV12AB017CB2E
1613,282150,Boo-Tay,ARRA2F91187B9B4061,SOWHXYS12AC9E177F0
1614,735641,Songs Of The Fabulous Century,ARTE3P61187B9A709D,SOQZISQ12AC4689482
1615,614878,I Wish My Brother George Was Here,ARV4KO21187FB38008,SOVVITW12A8C146BD0
1616,521760,THE EYES OF,AR1ABAO1187FB531E1,SOMRBBO12A8C13F67B
1617,578135,The Trombone Sound,AR3C3C01187B98E800,SOWPIEE12AB0188A9D
1618,461074,Knives [Clean],ARJ8PZJ1187B99314F,SOULXLO12AB018379D
1619,275331,Latin Kick,AR9ST641187B99B4DE,SOFBBXV12A81C21835
1620,140385,One Nation Underground,ARQATWU1187B98EE26,SOTHZUA12A8C13268A
1621,680798,Nippon Banzai,ARXK8H71187FB44850,SORQNTS12AB018C1E1
1622,713200,No Rules [Bonus Edition],AR326OO1187FB444FF,SOZOEYQ12A8C1406E3
1623,305169,Stills,ARK30AI1187FB3C777,SOKQDCA12A8C13CDEF
1624,611612,Surprisingly Good for You,ARLMRES11F4C83E1E1,SOHMOLH12A8C141C40
1625,23102,Morrocan Roll,ARDPTGD1187B9AD361,SODLHUG12A6D4F7BB7
1626,682598,CoraASSAPSo de 5 Pontas,AR1PQYO1187B98BEC9,SOJCYIP12AC3DFA13C
1627,422489,Eurovision Song Contest 2009,ARIXB7T1187B9AB215,SOIBRMZ12AB018AEF4
1628,375651,The Complete Hi Recordings of Charlie Rich,AR0B1CH1187FB3A824,SOMKDZN12A8C144D1E
1629,476276,Virtuoso,AREU6JB1187B9911D4,SOKENHI12A8C1420D3
1630,74893,The Best Of Karen Peck And New River,ARHNMEZ11F50C4706C,SOJFRZB12A6D4F92E2
1631,597487,Only A Woman,ARBLIP81187B98BE0C,SOOFXBB12A8C137FF8
1632,458165,Lili Marlene,ARKETDZ1187B9B2566,SOCOQSE12A8C13D17B
1633,455287,If You Love These Blues_ Play'em As You Please,ARFONSP11F50C4D175,SOKUHGH12AB017FB12
1634,203675,Alright Now,ARSMRIN1187B9AB35A,SOGFFYV12A8C138D74
1635,289149,Let's Get Free,AROIIF91187FB4F2D5,SOVYZIA12A8C136E0D
1636,333086,David Cook,ARFN2TE11A348EFFB4,SORCRQT12A8C142A5A
1637,252899,Normal as the Next Guy,ARVVLMQ11F4C8456E4,SOWYALW12A8C136BE6
1638,177206,Rio,AR1LQNB1187B9A6AE5,SOFEIDA12A6D4FBFA5
1639,437973,Snug,AR4Q1VD1187B9893C7,SOBDCSO12AB017F02D
1640,29387,Drums Not Dead,ARVZWQ31187B9B8946,SONEAJZ12B0CEB476A
1641,485210,Tom Barabas Live,AR7CCS31187B98C531,SOAUNDO12AB017BFF8
1642,134855,In Loving Memory,ARA6BH81187B98F3AF,SOMXWZX12A58A7B385
1643,817855,Taqdeer Dee Pencil,ARBY23A1187B9A82E4,SOLQMCQ12AB018E469
1644,88726,Talking Drum,ARXOTQH1187FB57084,SOWMUUZ12A8C133F2A
1645,184098,Worldwide,ARPV8QO1187B98B77F,SOKSVLC12A8AE47DAD
1646,592680,Azur et Asmar,AR9ILJF1187B9B80ED,SOBBSEY12A67ADB9AA
1647,473152,Starless & Bible Black,ARIIUJC122988F51F6,SOSHWJO12A8C141A67
1648,8997,Ronroco,ARM4J201187B9B8B3B,SOSNZMS12A58A791D0
1649,363506,Split CD,ARZUZYU12086C17110,SODNYLM12AB0180D14
1650,109780,The Ultimate Collection,AR0RCMP1187FB3F427,SOBIHSR12A8C139F30
1651,470978,1993-1994 The Demos,ARJNQM51187FB54C55,SOLUUOH12AB0189769
1652,139457,Millennium-Tanzparty,ARZWBH21187B99ACE1,SOGCCYM12A8AE4705B
1653,564121,Der Letzte seiner Art,ARAMCAZ1187B9AB6F5,SORYSKI12AB0184790
1654,341095,The Real Rock,ARNSTES1187FB4FC9B,SOWDDNA12AB0186074
1655,557621,Rode Hard and Put Away Wet,AR1GYND1187B9A9CD3,SOEHEYS12AB0181F19
1656,14305,The Marshall Mathers LP,ARTH9041187FB43E1F,SOWNZHB12A6701C776
1657,783635,Electric Moments,ARJ8ZIQ1187FB3FB5A,SOXATHC12AC909720F
1658,611922,LAricas,ARVLIVA1187B991590,SOFCHBZ12A8C142084
1659,602222,Return To The 36 Chambers: The Dirty Version,AR05OJD1187B9B99A6,SOJARRO12AC90756C5
